Date Time,Open,High,Low,Close,Volume,Adj Close
2018-02-27 17:00:00,10695.0,10756.0,10646.0,10715.0,7762606.71856,10715.0
2018-02-27 16:00:00,10599.0,10750.0,10599.0,10695.99,12237248.3281,10695.99
2018-02-27 15:00:00,10318.97,10620.0,10309.18,10599.0,7191380.56997,10599.0
2018-02-27 14:00:00,10315.35,10350.0,10246.88,10314.05,4608727.4248,10314.05
2018-02-27 13:00:00,10311.8,10335.0,10216.05,10313.17,3708024.12771,10313.17
2018-02-27 12:00:00,10282.81,10338.5,10261.02,10313.0,4022238.36742,10313.0
2018-02-27 11:00:00,10163.23,10298.02,10156.27,10282.8,4369010.01129,10282.8
2018-02-27 10:00:00,10195.35,10247.98,10130.0,10165.4,7018589.22673,10165.4
2018-02-27 09:00:00,10375.51,10381.39,10168.0,10199.95,5045091.32816,10199.95
2018-02-27 08:00:00,10325.0,10418.0,10291.02,10375.51,3623147.19331,10375.51
2018-02-27 07:00:00,10365.0,10386.0,10263.23,10325.0,2703638.54999,10325.0
2018-02-27 06:00:00,10364.43,10435.0,10311.02,10365.45,3236584.94404,10365.45
2018-02-27 05:00:00,10287.98,10432.0,10263.0,10364.79,4750775.5315,10364.79
2018-02-27 04:00:00,10245.23,10284.06,10178.23,10284.06,1270002.61749,10284.06
2018-02-27 03:00:00,10255.35,10306.09,10211.02,10246.43,1648924.93274,10246.43
2018-02-27 02:00:00,10205.4,10265.0,10199.95,10256.4,2351556.32442,10256.4
2018-02-27 01:00:00,10191.07,10222.56,10133.05,10205.4,4241408.72381,10205.4
2018-02-27 00:00:00,10267.98,10408.69,10154.07,10190.15,11561741.5788,10190.15
2018-02-26 23:00:00,10195.5,10267.98,10148.0,10267.97,6370804.89598,10267.97
2018-02-26 22:00:00,10100.0,10327.98,10094.73,10195.5,18685342.5145,10195.5
2018-02-26 21:00:00,9799.01,10233.66,9799.01,10100.0,28247597.8239,10100.0
2018-02-26 20:00:00,9723.05,9799.99,9631.02,9799.99,6039638.3689,9799.99
2018-02-26 19:00:00,9674.05,9751.11,9631.0,9723.05,7146767.04654,9723.05
2018-02-26 18:00:00,9467.5,9680.0,9446.32,9674.05,5403408.95044,9674.05
2018-02-26 17:00:00,9420.0,9524.95,9415.01,9458.55,4062773.35252,9458.55
2018-02-26 16:00:00,9448.47,9450.0,9350.26,9425.0,3370367.15695,9425.0
2018-02-26 15:00:00,9406.55,9480.0,9388.24,9449.0,3675609.86071,9449.0
2018-02-26 14:00:00,9601.01,9652.78,9395.0,9406.55,5271516.70873,9406.55
2018-02-26 13:00:00,9659.99,9680.0,9570.0,9601.01,1860586.72483,9601.01
2018-02-26 12:00:00,9590.0,9665.0,9520.0,9659.7,2017053.34111,9659.7
2018-02-26 11:00:00,9679.9,9679.9,9550.0,9606.86,2067057.6109,9606.86
2018-02-26 10:00:00,9721.0,9742.95,9702.01,9713.44,844546.233018,9713.44
2018-02-26 09:00:00,9559.65,9729.01,9555.68,9723.86,5426561.66212,9723.86
2018-02-26 08:00:00,9576.25,9614.59,9519.36,9559.8,2383722.0477,9559.8
2018-02-26 07:00:00,9641.5,9666.0,9523.13,9576.25,2363240.37112,9576.25
2018-02-26 06:00:00,9576.59,9665.99,9520.0,9641.5,3092176.02568,9641.5
2018-02-26 05:00:00,9556.2,9601.8,9515.8,9576.59,2262531.96297,9576.59
2018-02-26 04:00:00,9461.74,9588.0,9451.56,9554.76,1605856.41515,9554.76
2018-02-26 03:00:00,9416.95,9515.0,9373.56,9461.24,2358122.26637,9461.24
2018-02-26 02:00:00,9355.94,9419.21,9280.09,9416.95,2581151.03891,9416.95
2018-02-26 01:00:00,9368.0,9419.38,9318.0,9357.48,2129649.15978,9357.48
2018-02-26 00:00:00,9385.0,9445.0,9350.0,9365.52,4508899.86528,9365.52
2018-02-25 23:00:00,9357.46,9437.0,9280.04,9390.0,11164291.2485,9390.0
2018-02-25 22:00:00,9484.06,9513.11,9355.0,9355.01,5565986.77303,9355.01
2018-02-25 21:00:00,9534.85,9596.7,9400.0,9460.32,6088255.23944,9460.32
2018-02-25 20:00:00,9642.17,9696.96,9510.0,9530.98,6096370.13441,9530.98
2018-02-25 19:00:00,9664.0,9732.6,9612.23,9642.17,3538497.54446,9642.17
2018-02-25 18:00:00,9620.21,9715.0,9575.0,9665.0,3451474.25944,9665.0
2018-02-25 17:00:00,9608.85,9643.63,9540.0,9621.6,4533939.84869,9621.6
2018-02-25 16:00:00,9728.57,9780.0,9580.0,9603.45,5387394.65923,9603.45
2018-02-25 15:00:00,9754.83,9828.5,9679.51,9728.57,3841816.95086,9728.57
2018-02-25 14:00:00,9714.95,9838.26,9689.43,9754.83,6471620.04839,9754.83
2018-02-25 13:00:00,9699.03,9720.0,9600.95,9701.51,3411446.17935,9701.51
2018-02-25 12:00:00,9585.0,9728.32,9543.05,9690.23,3594701.10482,9690.23
2018-02-25 11:00:00,9605.48,9621.2,9505.0,9585.0,5298514.70832,9585.0
2018-02-25 10:00:00,9745.17,9749.9,9600.0,9607.65,2545750.85829,9607.65
2018-02-25 09:00:00,9612.43,9780.0,9612.18,9746.9,3009868.25394,9746.9
2018-02-25 08:00:00,9681.46,9684.37,9500.1,9620.49,3639425.11766,9620.49
2018-02-25 07:00:00,9589.66,9713.33,9582.06,9678.95,2724993.4823,9678.95
2018-02-25 06:00:00,9502.36,9679.88,9439.92,9582.98,2612118.48621,9582.98
2018-02-25 05:00:00,9405.1,9513.74,9400.01,9506.73,2603283.9459,9506.73
2018-02-25 04:00:00,9570.0,9570.0,9380.0,9414.15,7674067.76481,9414.15
2018-02-25 03:00:00,9567.9,9648.09,9526.17,9570.0,2719995.66127,9570.0
2018-02-25 02:00:00,9634.1,9720.76,9565.0,9568.1,3071041.59224,9568.1
2018-02-25 01:00:00,9780.0,9799.9,9630.0,9630.26,4173330.8547,9630.26
2018-02-25 00:00:00,9761.09,9802.47,9612.96,9780.0,5614198.17905,9780.0
2018-02-24 23:00:00,9764.81,9833.32,9715.14,9760.0,3123812.75645,9760.0
2018-02-24 22:00:00,9631.0,9813.11,9600.0,9766.35,6048957.53842,9766.35
2018-02-24 21:00:00,9780.45,9791.95,9565.0,9642.15,9734954.45538,9642.15
2018-02-24 20:00:00,9773.0,9827.96,9659.95,9780.0,5204358.69488,9780.0
2018-02-24 19:00:00,9800.0,9826.57,9653.13,9769.35,7915493.98331,9769.35
2018-02-24 18:00:00,10039.0,10054.52,9732.0,9800.0,12211498.6006,9800.0
2018-02-24 17:00:00,10026.01,10150.0,10020.0,10039.5,4968773.19731,10039.5
2018-02-24 16:00:00,10101.0,10101.0,9961.05,10027.84,5146948.83683,10027.84
2018-02-24 15:00:00,10133.95,10142.0,9900.0,10109.43,9453095.35513,10109.43
2018-02-24 14:00:00,10467.01,10500.0,10084.82,10134.0,11248638.49,10134.0
2018-02-24 13:00:00,10400.0,10489.97,10350.0,10467.01,4478686.30433,10467.01
2018-02-24 12:00:00,10406.52,10479.0,10400.0,10400.0,5527540.95651,10400.0
2018-02-24 11:00:00,10434.25,10448.02,10277.14,10406.52,4976477.0664,10406.52
2018-02-24 10:00:00,10367.91,10466.26,10357.99,10434.25,7135479.89058,10434.25
2018-02-24 09:00:00,10336.05,10380.0,10250.0,10358.71,3893664.54629,10358.71
2018-02-24 08:00:00,10153.04,10350.0,10100.0,10343.69,3800725.8608,10343.69
2018-02-24 07:00:00,10117.12,10250.0,10089.36,10154.72,3608618.24174,10154.72
2018-02-24 06:00:00,9890.99,10141.31,9888.0,10136.49,3020038.084,10136.49
2018-02-24 05:00:00,9960.02,9992.0,9890.88,9890.99,1797861.2396,9890.99
2018-02-24 04:00:00,10027.23,10037.0,9888.3,9962.2,4817531.5198,9962.2
2018-02-24 03:00:00,10178.0,10196.74,10010.0,10018.6,2738046.2879,10018.6
2018-02-24 02:00:00,10109.29,10220.84,10096.52,10177.95,1936297.51405,10177.95
2018-02-24 01:00:00,10081.4,10141.9,10038.0,10109.29,2539946.49628,10109.29
2018-02-24 00:00:00,10286.65,10290.0,10035.05,10081.4,7301001.93532,10081.4
2018-02-23 23:00:00,10294.67,10348.0,10218.0,10290.0,6320043.30366,10290.0
2018-02-23 22:00:00,10214.56,10420.0,10212.11,10294.62,12569660.6177,10294.62
2018-02-23 21:00:00,10201.05,10251.62,10153.23,10213.37,6582349.45455,10213.37
2018-02-23 20:00:00,10154.17,10238.3,10103.12,10210.0,9044679.35203,10210.0
2018-02-23 19:00:00,9967.75,10220.37,9942.36,10154.17,7514273.6367,10154.17
2018-02-23 18:00:00,10096.25,10164.11,9908.35,9967.75,7458983.5727,9967.75
2018-02-23 17:00:00,9910.14,10150.0,9900.0,10096.25,9547351.70008,10096.25
2018-02-23 16:00:00,9879.19,9950.0,9854.85,9904.57,6493873.98273,9904.57
2018-02-23 15:00:00,9825.16,9887.98,9800.0,9887.0,4444816.60645,9887.0
2018-02-23 14:00:00,9813.0,9832.98,9671.0,9823.41,6038553.3041,9823.41
2018-02-23 13:00:00,9815.34,10020.0,9780.0,9813.0,7662925.65084,9813.0
2018-02-23 12:00:00,9810.44,9925.46,9792.6,9815.35,6630060.60338,9815.35
2018-02-23 11:00:00,9712.56,9837.52,9650.0,9810.44,7208858.10802,9810.44
2018-02-23 10:00:00,9720.66,9780.34,9620.0,9712.61,7364232.59061,9712.61
2018-02-23 09:00:00,9669.05,9735.25,9568.0,9715.15,8966712.90269,9715.15
2018-02-23 08:00:00,9820.81,9825.0,9604.39,9670.12,10426794.9328,9670.12
2018-02-23 07:00:00,9941.0,9955.0,9800.0,9825.0,1621085.35909,9825.0
2018-02-23 06:00:00,9875.57,9950.0,9815.0,9941.85,1451565.33197,9941.85
2018-02-23 05:00:00,10079.45,10119.99,9820.14,9872.29,2007955.85622,9872.29
2018-02-23 04:00:00,10009.81,10101.0,9922.27,10073.56,3244184.57003,10073.56
2018-02-23 03:00:00,9864.79,10025.0,9833.25,10011.07,3119728.09141,10011.07
2018-02-23 02:00:00,9828.18,9939.95,9800.11,9881.36,2589796.72078,9881.36
2018-02-23 01:00:00,9913.48,9940.0,9701.0,9828.18,7716530.03215,9828.18
2018-02-23 00:00:00,9988.0,10071.69,9890.0,9915.32,6032779.47607,9915.32
2018-02-22 23:00:00,9900.0,10119.04,9857.85,9988.0,11182036.381,9988.0
2018-02-22 22:00:00,9880.05,10028.0,9749.93,9900.0,13835716.9144,9900.0
2018-02-22 21:00:00,9901.75,9975.87,9750.0,9880.0,16896933.8949,9880.0
2018-02-22 20:00:00,10246.88,10310.08,9851.95,9900.0,20668938.0509,9900.0
2018-02-22 19:00:00,10131.42,10286.46,10131.42,10246.88,7201247.81016,10246.88
2018-02-22 18:00:00,10341.63,10400.5,10100.0,10131.41,12677854.4954,10131.41
2018-02-22 17:00:00,10405.0,10548.95,10321.0,10340.85,8492593.89991,10340.85
2018-02-22 16:00:00,10618.73,10670.0,10400.0,10405.0,5331394.81656,10405.0
2018-02-22 15:00:00,10864.15,10865.15,10555.0,10617.59,7088951.69836,10617.59
2018-02-22 14:00:00,10775.0,10911.0,10760.0,10864.15,3698163.66111,10864.15
2018-02-22 13:00:00,10715.44,10828.0,10695.66,10767.8,6062714.90078,10767.8
2018-02-22 12:00:00,10720.78,10750.0,10610.0,10715.44,5093586.32002,10715.44
2018-02-22 11:00:00,10730.0,10800.0,10659.22,10726.9,6003774.39882,10726.9
2018-02-22 10:00:00,10667.0,10795.88,10583.05,10731.36,7487515.24309,10731.36
2018-02-22 09:00:00,10510.4,10678.0,10504.47,10664.56,6096735.64532,10664.56
2018-02-22 08:00:00,10458.52,10520.0,10305.0,10503.57,3348204.28051,10503.57
2018-02-22 07:00:00,10459.0,10571.11,10401.0,10440.0,3900723.36522,10440.0
2018-02-22 06:00:00,10278.9,10478.17,10262.0,10456.0,4767763.08062,10456.0
2018-02-22 05:00:00,10393.34,10451.25,10233.0,10279.02,2620778.5308,10279.02
2018-02-22 04:00:00,10401.7,10479.87,10236.0,10393.29,4796246.86177,10393.29
2018-02-22 03:00:00,10514.4,10570.01,10381.0,10407.21,2644639.35647,10407.21
2018-02-22 02:00:00,10549.0,10681.0,10495.15,10514.65,4349801.24238,10514.65
2018-02-22 01:00:00,10464.99,10550.0,10397.69,10536.42,3669637.02845,10536.42
2018-02-22 00:00:00,10550.0,10584.12,10323.0,10464.99,9984552.85516,10464.99
2018-02-21 23:00:00,10632.61,10677.34,10420.0,10550.17,9516648.62817,10550.17
2018-02-21 22:00:00,10747.54,10808.8,10478.0,10632.61,12727959.2221,10632.61
2018-02-21 21:00:00,11029.53,11124.89,10722.0,10747.54,6681245.25179,10747.54
2018-02-21 20:00:00,10960.0,11048.2,10960.0,11028.42,3035138.99874,11028.42
2018-02-21 19:00:00,10995.67,11100.0,10941.0,10960.0,2729086.05353,10960.0
2018-02-21 18:00:00,11173.77,11176.95,10889.25,10996.74,5989522.44235,10996.74
2018-02-21 17:00:00,11028.41,11200.01,10977.09,11173.77,4482168.13918,11173.77
2018-02-21 16:00:00,11115.0,11115.0,10918.0,11023.5,4439857.79592,11023.5
2018-02-21 15:00:00,11079.0,11140.0,10973.29,11115.0,4125056.82679,11115.0
2018-02-21 14:00:00,10826.3,11090.0,10766.98,11078.99,5609880.04123,11078.99
2018-02-21 13:00:00,10765.01,10916.12,10710.0,10827.66,4552029.16865,10827.66
2018-02-21 12:00:00,10929.95,11258.0,10641.51,10760.76,15405502.2415,10760.76
2018-02-21 11:00:00,11055.37,11184.21,10900.0,10929.95,6070673.46471,10929.95
2018-02-21 10:00:00,11100.0,11155.08,10901.0,11055.37,9790568.88907,11055.37
2018-02-21 09:00:00,11088.59,11280.21,11005.69,11100.0,10222641.6467,11100.0
2018-02-21 08:00:00,11210.7,11226.17,10872.17,11088.59,17159744.0102,11088.59
2018-02-21 07:00:00,11391.41,11416.93,11120.0,11219.17,12248551.2093,11219.17
2018-02-21 06:00:00,11713.95,11785.0,11266.0,11377.36,8043063.85929,11377.36
2018-02-21 05:00:00,11716.0,11728.99,11680.11,11713.95,1504483.93866,11713.95
2018-02-21 04:00:00,11679.31,11728.0,11645.11,11716.0,1805166.82716,11716.0
2018-02-21 03:00:00,11674.85,11692.77,11551.01,11680.05,2388831.38756,11680.05
2018-02-21 02:00:00,11685.53,11724.12,11600.05,11674.85,3191052.71698,11674.85
2018-02-21 01:00:00,11587.24,11699.98,11565.7,11688.89,4038691.5462,11688.89
2018-02-21 00:00:00,11519.42,11645.13,11500.0,11576.42,4203607.182,11576.42
2018-02-20 23:00:00,11516.95,11533.0,11392.22,11519.43,4677774.46666,11519.43
2018-02-20 22:00:00,11525.0,11554.4,11461.0,11518.89,3105695.72553,11518.89
2018-02-20 21:00:00,11410.0,11572.17,11399.05,11525.0,5033361.66085,11525.0
2018-02-20 20:00:00,11407.38,11519.99,11404.8,11410.0,3305012.61278,11410.0
2018-02-20 19:00:00,11381.81,11458.17,11316.16,11410.0,3700807.09805,11410.0
2018-02-20 18:00:00,11337.86,11431.39,11254.49,11378.21,3205688.16394,11378.21
2018-02-20 17:00:00,11360.17,11402.17,11170.0,11337.86,9737694.41594,11337.86
2018-02-20 16:00:00,11546.17,11572.17,11317.06,11360.17,8752596.18704,11360.17
2018-02-20 15:00:00,11578.18,11700.95,11500.0,11546.17,10471476.1444,11546.17
2018-02-20 14:00:00,11444.17,11580.0,11440.29,11580.0,5562358.67646,11580.0
2018-02-20 13:00:00,11470.17,11489.98,11401.1,11444.17,3186680.14975,11444.17
2018-02-20 12:00:00,11432.0,11550.1,11421.45,11470.07,5107871.35078,11470.07
2018-02-20 11:00:00,11366.91,11468.0,11350.0,11432.0,3023112.63352,11432.0
2018-02-20 10:00:00,11486.99,11486.99,11355.0,11366.71,6611557.71035,11366.71
2018-02-20 09:00:00,11420.0,11497.51,11380.0,11486.99,9903252.20665,11486.99
2018-02-20 08:00:00,11147.77,11420.0,11134.07,11420.0,8645251.25871,11420.0
2018-02-20 07:00:00,11066.6,11160.0,11051.3,11150.0,1979669.01947,11150.0
2018-02-20 06:00:00,11102.47,11160.0,11062.47,11063.0,1114531.52958,11063.0
2018-02-20 05:00:00,11193.99,11199.0,11022.58,11110.0,1513052.01867,11110.0
2018-02-20 04:00:00,11122.47,11198.0,11072.09,11198.0,1372932.63487,11198.0
2018-02-20 03:00:00,11097.5,11180.0,11040.01,11130.83,1576064.75497,11130.83
2018-02-20 02:00:00,10938.7,11149.35,10936.25,11092.52,2204835.95793,11092.52
2018-02-20 01:00:00,11100.0,11132.84,10925.0,10938.7,4567007.40146,10938.7
2018-02-20 00:00:00,11199.09,11268.8,11090.56,11100.0,7981570.37837,11100.0
2018-02-19 23:00:00,10931.0,11268.19,10930.0,11194.0,18353789.1994,11194.0
2018-02-19 22:00:00,10935.26,10985.95,10881.11,10936.9,3375818.55378,10936.9
2018-02-19 21:00:00,10894.0,10959.9,10865.0,10935.26,2896903.11723,10935.26
2018-02-19 20:00:00,10918.76,10985.0,10855.03,10890.13,3014782.9716,10890.13
2018-02-19 19:00:00,10904.0,10971.03,10825.77,10939.8,3819005.18402,10939.8
2018-02-19 18:00:00,10924.96,11060.0,10901.1,10905.87,12242286.6902,10905.87
2018-02-19 17:00:00,10802.71,10953.99,10750.0,10924.96,5696497.74882,10924.96
2018-02-19 16:00:00,10852.24,10880.0,10709.9,10802.71,6657402.58477,10802.71
2018-02-19 15:00:00,10488.13,10883.0,10488.13,10852.21,18012469.7496,10852.21
2018-02-19 14:00:00,10454.57,10521.0,10450.0,10489.19,1519129.22579,10489.19
2018-02-19 13:00:00,10531.37,10574.99,10380.82,10449.95,3365869.04005,10449.95
2018-02-19 12:00:00,10509.36,10750.0,10492.92,10530.0,2914933.12696,10530.0
2018-02-19 11:00:00,10572.07,10629.85,10450.0,10509.41,3899861.50153,10509.41
2018-02-19 10:00:00,10634.86,10641.0,10428.0,10572.07,4629927.2065,10572.07
2018-02-19 09:00:00,10431.71,10645.7,10407.04,10629.85,3425592.11386,10629.85
2018-02-19 08:00:00,10387.73,10486.74,10311.15,10433.0,3020649.48585,10433.0
2018-02-19 07:00:00,10577.42,10577.42,10358.0,10389.52,3724792.41326,10389.52
2018-02-19 06:00:00,10756.82,10756.82,10516.8,10578.87,1605042.81929,10578.87
2018-02-19 05:00:00,10749.58,10771.93,10605.57,10756.87,1160716.19997,10756.87
2018-02-19 04:00:00,10828.5,10835.62,10701.1,10749.58,1400386.04263,10749.58
2018-02-19 03:00:00,10740.0,10844.28,10675.84,10828.5,3412297.80649,10828.5
2018-02-19 02:00:00,10749.76,10776.93,10557.06,10740.0,2566724.01676,10740.0
2018-02-19 01:00:00,10571.67,10750.0,10550.09,10750.0,3017183.46777,10750.0
2018-02-19 00:00:00,10600.92,10689.74,10400.0,10571.67,7054629.96437,10571.67
2018-02-18 23:00:00,10745.09,10844.76,10548.68,10562.01,7590216.83277,10562.01
2018-02-18 22:00:00,10697.07,10766.2,10638.55,10745.09,5152220.08172,10745.09
2018-02-18 21:00:00,10525.01,10810.72,10468.35,10693.0,10245525.3925,10693.0
2018-02-18 20:00:00,10547.84,10551.28,10368.15,10525.05,5701689.13984,10525.05
2018-02-18 19:00:00,10479.95,10583.0,10401.11,10547.84,6519946.82985,10547.84
2018-02-18 18:00:00,10090.83,10480.0,10088.0,10477.34,9066726.17224,10477.34
2018-02-18 17:00:00,10299.95,10408.72,10090.78,10090.83,11512767.3275,10090.83
2018-02-18 16:00:00,10575.93,10607.75,10260.0,10299.95,8294954.4745,10299.95
2018-02-18 15:00:00,10425.21,10629.0,10419.99,10575.94,6884573.14396,10575.94
2018-02-18 14:00:00,10370.35,10635.21,10350.0,10425.2,9665196.51753,10425.2
2018-02-18 13:00:00,10926.54,10937.43,10370.0,10370.0,14111184.1976,10370.0
2018-02-18 12:00:00,10835.0,10940.11,10804.36,10926.55,5033921.52002,10926.55
2018-02-18 11:00:00,11098.28,11155.65,10801.0,10815.19,10107034.4824,10815.19
2018-02-18 10:00:00,11201.55,11267.0,11088.0,11094.66,6021512.84585,11094.66
2018-02-18 09:00:00,11088.0,11269.9,11068.0,11200.08,8537032.56146,11200.08
2018-02-18 08:00:00,11050.23,11088.01,10949.52,11088.0,5561512.22097,11088.0
2018-02-18 07:00:00,10913.92,11071.0,10913.92,11050.11,7673041.74507,11050.11
2018-02-18 06:00:00,10814.71,10930.0,10745.0,10923.92,2135346.71663,10923.92
2018-02-18 05:00:00,10746.53,10858.0,10744.76,10821.66,1871449.44771,10821.66
2018-02-18 04:00:00,10721.06,10779.95,10677.12,10752.2,1308640.84529,10752.2
2018-02-18 03:00:00,10784.89,10800.0,10700.0,10715.8,1004447.1871,10715.8
2018-02-18 02:00:00,10795.01,10809.81,10701.0,10791.95,1966225.64487,10791.95
2018-02-18 01:00:00,10797.59,10852.11,10742.07,10795.01,3366061.83241,10795.01
2018-02-18 00:00:00,10737.57,10859.0,10694.65,10797.59,4537442.89849,10797.59
2018-02-17 23:00:00,10640.0,10749.0,10636.0,10737.28,3645540.56555,10737.28
2018-02-17 22:00:00,10653.7,10669.99,10490.0,10636.0,8296898.48692,10636.0
2018-02-17 21:00:00,10769.7,10788.0,10627.48,10653.69,6534652.43157,10653.69
2018-02-17 20:00:00,10679.91,10832.0,10675.0,10755.11,6246140.64741,10755.11
2018-02-17 19:00:00,10599.0,10719.49,10564.99,10675.0,5094874.51825,10675.0
2018-02-17 18:00:00,10640.19,10748.0,10564.73,10599.0,11921789.4665,10599.0
2018-02-17 17:00:00,10776.43,10880.84,10366.0,10634.87,15173387.0817,10634.87
2018-02-17 16:00:00,10725.74,10868.24,10689.9,10776.48,9622009.32286,10776.48
2018-02-17 15:00:00,10739.05,10743.72,10600.0,10725.74,6590060.47733,10725.74
2018-02-17 14:00:00,10487.0,10743.82,10482.45,10739.05,8751364.29805,10739.05
2018-02-17 13:00:00,10500.75,10537.25,10420.0,10487.0,3855038.56816,10487.0
2018-02-17 12:00:00,10458.64,10536.81,10431.51,10500.8,5416434.84267,10500.8
2018-02-17 11:00:00,10346.44,10482.0,10327.53,10458.64,5274564.19546,10458.64
2018-02-17 10:00:00,10308.91,10450.0,10305.02,10345.0,7948954.63099,10345.0
2018-02-17 09:00:00,10150.0,10312.14,10146.2,10307.78,3948692.86727,10307.78
2018-02-17 08:00:00,10164.34,10180.0,10042.85,10150.0,3065536.01683,10150.0
2018-02-17 07:00:00,10159.63,10200.0,10128.1,10164.28,1755960.22792,10164.28
2018-02-17 06:00:00,10057.9,10169.0,10024.53,10159.38,2282665.59255,10159.38
2018-02-17 05:00:00,9990.0,10081.97,9988.19,10058.1,884659.669475,10058.1
2018-02-17 04:00:00,10004.95,10022.82,9950.0,9990.0,813721.990525,9990.0
2018-02-17 03:00:00,9942.16,10033.0,9889.25,9999.58,1308369.04249,9999.58
2018-02-17 02:00:00,10055.95,10055.95,9861.38,9937.03,1806928.70589,9937.03
2018-02-17 01:00:00,10082.17,10090.0,10020.15,10055.95,1382639.16215,10055.95
2018-02-17 00:00:00,10025.92,10120.27,9980.28,10073.11,4155752.09625,10073.11
2018-02-16 23:00:00,10005.19,10097.0,9991.86,10030.01,6872562.22791,10030.01
2018-02-16 22:00:00,9805.39,10060.0,9805.39,10000.01,7172461.04519,10000.01
2018-02-16 21:00:00,9828.0,9926.3,9800.0,9805.39,3878825.47422,9805.39
2018-02-16 20:00:00,9773.75,9851.79,9742.28,9828.0,3850861.04773,9828.0
2018-02-16 19:00:00,9780.87,9820.0,9632.1,9773.7,5265277.33871,9773.7
2018-02-16 18:00:00,9850.49,9850.49,9751.0,9770.01,5505380.28777,9770.01
2018-02-16 17:00:00,9906.78,9982.93,9840.0,9847.0,4046881.49507,9847.0
2018-02-16 16:00:00,9711.0,9947.55,9701.0,9906.68,5701617.69061,9906.68
2018-02-16 15:00:00,9850.05,9918.41,9707.86,9711.0,6476483.88296,9711.0
2018-02-16 14:00:00,10063.75,10070.0,9842.15,9850.02,5819122.83225,9850.02
2018-02-16 13:00:00,9990.0,10149.99,9959.79,10059.89,4466385.83684,10059.89
2018-02-16 12:00:00,10101.26,10101.31,9928.01,9990.0,5075866.48916,9990.0
2018-02-16 11:00:00,10176.0,10189.0,10040.0,10091.89,5707888.32037,10091.89
